SKU;Produto;Quantidade Vendida;Primeiro Nome;Sobrenome;idade;Data;Loja;Preco Unitario;;;; 
HL8851; Notebook ;5;Bianca;Tatsch;80;12/09/2018;São Paulo;R$ 3.500,00;;;;
HL4379; Televisão ;3;Andressa;Rotsztejn;50;04/01/2018;São Paulo;R$ 2.500,00;;;;
HL1918; iPhone ;1;Renan;Nucci;56;5/30/2018;São Paulo;R$ 5.300,00;;;;
HL9962; Android ;3;Alex;Fernandes;79;6/20/2018;Curitiba;R$ 3.400,00;;;;
HL1918; iPhone ;1;Andressa;Nóbrega;62;2/22/2018;Recife;R$ 5.300,00;;;;
HL1918; iPhone ;5;Marina;Perdomo;61;1/27/2018;Fortaleza;R$ 5.300,00;;;;
HL8851; Notebook ;2;Jônatas;Soares;69;9/22/2018;Fortaleza;R$ 3.500,00;;;;
HL4379; Televisão ;5;Karina;Camara;43;12/26/2018;Salvador;R$ 2.500,00;;;;
HL4379; Televisão ;5;Giuseppe;Bhering;74;3/30/2018;Fortaleza;R$ 2.500,00;;;;
HL1148; Câmera ;1;Isabela;Chagas;22;10/29/2018;São Paulo;R$ 2.100,00;;;;
HL1918; iPhone ;5;Andressa;Nóbrega;57;9/18/2018;Belo Horizonte;R$ 5.300,00;;;;
HL1918; iPhone ;4;Carolina;Siqueira;50;10/25/2018;Curitiba;R$ 5.300,00;;;;
HL8851; Notebook ;1;Stefan;Santos;84;12/04/2018;Salvador;R$ 3.500,00;;;;
HL4379; Televisão ;5;Jessica;Ferreira;81;6/13/2018;São Paulo;R$ 2.500,00;;;;
HL2714; Tablet ;4;Caio;Ferreira;39;9/16/2018;Rio de Janeiro;R$ 1.600,00;;;;
HL1918; iPhone ;2;Matheus;Santos;68;6/24/2018;Salvador;R$ 5.300,00;;;;
HL1148; Câmera ;1;Mariana;Miranda;71;04/08/2018;São Paulo;R$ 2.100,00;;;;
HL1918; iPhone ;2;Lucas;Monte;57;06/06/2018;Goiânia;R$ 5.300,00;;;;
HL9962; Android ;5;Marcela;Medeiros;50;10/05/2018;Rio de Janeiro;R$ 3.400,00;;;;
HL4379; Televisão ;2;Carolina;Brum;89;03/01/2018;Salvador;R$ 2.500,00;;;;
HL4379; Televisão ;5;Juliana;Guimarães;32;10/25/2018;São Paulo;R$ 2.500,00;;;;
HL4379; Televisão ;1;Danilo;Rubim;67;10/27/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL4379; Televisão ;3;Danilo;Rubim;65;7/16/2018;Fortaleza;R$ 2.500,00;;;;
HL1918; iPhone ;4;Gabriel;Soares;31;02/02/2018;São Paulo;R$ 5.300,00;;;;
HL1148; Câmera ;3;Stephanie;Novak;45;12/11/2018;Curitiba;R$ 2.100,00;;;;
HL1148; Câmera ;2;Guilherme;Jordao;18;03/07/2018;Salvador;R$ 2.100,00;;;;
HL1148; Câmera ;2;Paula;Isbelle;28;12/27/2018;Curitiba;R$ 2.100,00;;;;
HL1918; iPhone ;4;Livia;Codeceira;59;02/09/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL4379; Televisão ;1;Juliana;Huon;63;01/03/2018;Curitiba;R$ 2.500,00;;;;
HL1148; Câmera ;3;Maria;Junior;34;12/25/2018;São Paulo;R$ 2.100,00;;;;
HL9962; Android ;2;Antonio;Bernhardt;30;11/10/2018;Recife;R$ 3.400,00;;;;
HL7348; SmartWatch ;1;Silvio;Provenzano;76;5/26/2018;Fortaleza;R$ 1.400,00;;;;
HL2714; Tablet ;1;Alex;Fernandes;58;03/09/2018;Curitiba;R$ 1.600,00;;;;
HL8851; Notebook ;5;Michelle;Pereira;34;3/17/2018;Salvador;R$ 3.500,00;;;;
HL2714; Tablet ;4;Victor;Gomes;36;12/04/2018;Fortaleza;R$ 1.600,00;;;;
HL1148; Câmera ;3;Ulisses;Filho;37;09/02/2018;Porto Alegre;R$ 2.100,00;;;;
HL1918; iPhone ;3;Izabel;Lopes;85;2/26/2018;Curitiba;R$ 5.300,00;;;;
HL1918; iPhone ;3;Ana;Campos;59;12/18/2018;São Paulo;R$ 5.300,00;;;;
HL1918; iPhone ;4;Jeferson;Costa;39;7/17/2018;Fortaleza;R$ 5.300,00;;;;
HL1918; iPhone ;3;Bruna;Rosa;54;7/31/2018;São Paulo;R$ 5.300,00;;;;
HL4379; Televisão ;4;Maria;Moita;72;2/13/2018;Curitiba;R$ 2.500,00;;;;
HL1918; iPhone ;5;Marina;Perdomo;43;03/09/2018;Recife;R$ 5.300,00;;;;
HL7348; SmartWatch ;1;Morgana;Correa;45;09/12/2018;São Paulo;R$ 1.400,00;;;;
HL4379; Televisão ;4;Fernanda;Bhering;55;11/19/2018;Recife;R$ 2.500,00;;;;
HL1918; iPhone ;4;João;Siqueira;58;05/10/2018;Curitiba;R$ 5.300,00;;;;
HL4379; Televisão ;2;Ana;Miura;86;7/24/2018;Belo Horizonte;R$ 2.500,00;;;;
HL1918; iPhone ;3;Carlos;Barbosa;88;8/23/2018;Fortaleza;R$ 5.300,00;;;;
HL4379; Televisão ;5;Victor;Magalhães;55;8/14/2018;Goiânia;R$ 2.500,00;;;;
HL7348; SmartWatch ;2;Juliana;Guimarães;65;08/10/2018;Salvador;R$ 1.400,00;;;;
HL9962; Android ;1;Vivianne;Rodrigues;41;06/03/2018;São Paulo;R$ 3.400,00;;;;
HL9962; Android ;1;Yasmim;Verly;25;08/08/2018;Porto Alegre;R$ 3.400,00;;;;
HL8851; Notebook ;1;Bernardo;Borges;58;3/22/2018;São Paulo;R$ 3.500,00;;;;
HL8851; Notebook ;3;Michelle;Figueiredo;50;6/20/2018;Rio de Janeiro;R$ 3.500,00;;;;
HL1148; Câmera ;5;Bernardo;Ribeiro;48;2/14/2018;Salvador;R$ 2.100,00;;;;
HL1918; iPhone ;3;David;Campelo;29;3/26/2018;Salvador;R$ 5.300,00;;;;
HL1148; Câmera ;3;Renan;Nascimento;53;12/05/2018;São Paulo;R$ 2.100,00;;;;
HL1918; iPhone ;5;Victor;Magalhães;73;10/26/2018;Salvador;R$ 5.300,00;;;;
HL9962; Android ;3;Carla;Zakhm;44;09/03/2018;Fortaleza;R$ 3.400,00;;;;
HL8851; Notebook ;2;Ana;Leite;66;12/11/2018;São Paulo;R$ 3.500,00;;;;
HL8851; Notebook ;2;Giulia;Pessanha;84;11/13/2018;Belo Horizonte;R$ 3.500,00;;;;
HL7348; SmartWatch ;3;Samara;Pinto;85;01/10/2018;Belo Horizonte;R$ 1.400,00;;;;
HL4379; Televisão ;5;Bruno;Silva;77;2/18/2018;Recife;R$ 2.500,00;;;;
HL1918; iPhone ;5;Pedro;Ayres;45;12/16/2018;Curitiba;R$ 5.300,00;;;;
HL8851; Notebook ;2;Yasmim;Verly;77;05/02/2018;São Paulo;R$ 3.500,00;;;;
HL2714; Tablet ;2;Amanda;Roberto;56;1/27/2018;São Paulo;R$ 1.600,00;;;;
HL7348; SmartWatch ;2;Mônica;Rotolo;32;11/15/2018;Rio de Janeiro;R$ 1.400,00;;;;
HL1918; iPhone ;2;Carolina;Motta;89;7/28/2018;Recife;R$ 5.300,00;;;;
HL1918; iPhone ;2;Aline;Mello;58;1/16/2018;São Paulo;R$ 5.300,00;;;;
HL4379; Televisão ;4;Julia;Aliani;60;7/31/2018;Recife;R$ 2.500,00;;;;
HL4379; Televisão ;1;Gabrielle;Viríssimo;74;09/11/2018;Fortaleza;R$ 2.500,00;;;;
HL4379; Televisão ;3;Luíza;Goulart;74;6/30/2018;Salvador;R$ 2.500,00;;;;
HL1148; Câmera ;3;Joao;Pereira;86;11/25/2018;São Paulo;R$ 2.100,00;;;;
HL2714; Tablet ;3;Júlia;Almeida;61;7/27/2018;Rio de Janeiro;R$ 1.600,00;;;;
HL4379; Televisão ;4;Raul;Junqueira;63;02/03/2018;Goiânia;R$ 2.500,00;;;;
HL4379; Televisão ;4;Caio;Silva;75;11/21/2018;Belo Horizonte;R$ 2.500,00;;;;
HL9962; Android ;5;Beatriz;Perdomo;19;04/04/2018;Recife;R$ 3.400,00;;;;
HL1918; iPhone ;2;Jeferson;Costa;47;08/03/2018;Porto Alegre;R$ 5.300,00;;;;
HL4379; Televisão ;2;Caio;Vianna;36;10/21/2018;Salvador;R$ 2.500,00;;;;
HL7348; SmartWatch ;1;Myllena;Carneiro;50;1/22/2018;Belo Horizonte;R$ 1.400,00;;;;
HL9962; Android ;4;Felipe;Paulo;26;11/16/2018;Salvador;R$ 3.400,00;;;;
HL9962; Android ;2;Karina;Camara;88;9/17/2018;Goiânia;R$ 3.400,00;;;;
HL1918; iPhone ;5;Larissa;Vasconcellos;43;01/09/2018;Goiânia;R$ 5.300,00;;;;
HL2714; Tablet ;4;Lucas;Fontoura;25;03/05/2018;São Paulo;R$ 1.600,00;;;;
HL2714; Tablet ;5;Daniel;Alcoforado;72;12/19/2018;Salvador;R$ 1.600,00;;;;
HL1148; Câmera ;1;Lucas;Neto;65;08/03/2018;Fortaleza;R$ 2.100,00;;;;
HL9962; Android ;3;Juan;Fernandes;29;01/09/2018;Belo Horizonte;R$ 3.400,00;;;;
HL1148; Câmera ;2;Marcela;Medeiros;47;10/30/2018;Recife;R$ 2.100,00;;;;
HL9962; Android ;2;Eduardo;Vargas;64;9/25/2018;Recife;R$ 3.400,00;;;;
HL8851; Notebook ;2;Patrick;Silva;37;9/23/2018;São Paulo;R$ 3.500,00;;;;
HL1918; iPhone ;5;Catarina;Teixeira;47;7/19/2018;Curitiba;R$ 5.300,00;;;;
HL7348; SmartWatch ;3;Julie;Ferreira;33;12/06/2018;Salvador;R$ 1.400,00;;;;
HL2714; Tablet ;2;Wen;Braga;25;12/17/2018;Rio de Janeiro;R$ 1.600,00;;;;
HL1148; Câmera ;4;Raphael;Mattos;77;6/22/2018;Belo Horizonte;R$ 2.100,00;;;;
HL2714; Tablet ;3;Erick;Soares;19;7/21/2018;Fortaleza;R$ 1.600,00;;;;
HL1918; iPhone ;1;Audir;Franco;56;2/25/2018;Goiânia;R$ 5.300,00;;;;
HL1148; Câmera ;5;Luiz;Conceição;70;9/24/2018;Fortaleza;R$ 2.100,00;;;;
HL9962; Android ;5;Thiago;Miura;29;11/21/2018;Goiânia;R$ 3.400,00;;;;
HL8851; Notebook ;3;Rojane;Lima;47;06/01/2018;Porto Alegre;R$ 3.500,00;;;;
HL8851; Notebook ;2;Clara;Bruno;35;11/12/2018;Rio de Janeiro;R$ 3.500,00;;;;
HL4379; Televisão ;5;Lucas;Rocha;24;12/25/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL4379; Televisão ;1;Maria;Mello;86;4/18/2018;São Paulo;R$ 2.500,00;;;;
HL1918; iPhone ;3;Amanda;Amaral;88;9/27/2018;São Paulo;R$ 5.300,00;;;;
HL7348; SmartWatch ;3;Melissa;Nucci;34;04/04/2018;Rio de Janeiro;R$ 1.400,00;;;;
HL4379; Televisão ;1;Eduardo;Vargas;43;8/24/2018;Recife;R$ 2.500,00;;;;
HL1918; iPhone ;4;Paula;Calbucci;41;10/08/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL2714; Tablet ;2;Andre;Sampaio;60;8/22/2018;São Paulo;R$ 1.600,00;;;;
HL9962; Android ;5;Larissa;Cruz;39;02/07/2018;São Paulo;R$ 3.400,00;;;;
HL1148; Câmera ;3;Bruna;Silva;25;10/08/2018;Rio de Janeiro;R$ 2.100,00;;;;
HL1918; iPhone ;1;Leandro;Melo;33;10/05/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL1918; iPhone ;1;Cézar;Santos;20;07/10/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL9962; Android ;3;Gustavo;Junior;31;2/23/2018;Belo Horizonte;R$ 3.400,00;;;;
HL9962; Android ;3;Gabriela;Cavalcanti;43;5/19/2018;Fortaleza;R$ 3.400,00;;;;
HL2714; Tablet ;4;Rachel;Silva;41;08/04/2018;Fortaleza;R$ 1.600,00;;;;
HL8851; Notebook ;4;Adriana;Passos;72;10/11/2018;Goiânia;R$ 3.500,00;;;;
HL7348; SmartWatch ;4;Fernanda;Rubim;34;09/06/2018;Salvador;R$ 1.400,00;;;;
HL2714; Tablet ;1;Thomáz;Bôas;45;7/31/2018;Curitiba;R$ 1.600,00;;;;
HL1918; iPhone ;1;Isabella;Montanholi;33;6/26/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL2714; Tablet ;1;Lenon;Fernandes;68;12/19/2018;Porto Alegre;R$ 1.600,00;;;;
HL1148; Câmera ;5;Joao;Silva;20;09/11/2018;Fortaleza;R$ 2.100,00;;;;
HL7348; SmartWatch ;3;Ana;Campos;26;04/12/2018;Recife;R$ 1.400,00;;;;
HL1918; iPhone ;1;Caroline;Cavalcanti;63;01/04/2018;São Paulo;R$ 5.300,00;;;;
HL9962; Android ;1;Gabriel;Silva;78;7/15/2018;Recife;R$ 3.400,00;;;;
HL4379; Televisão ;2;João;Silva;58;02/08/2018;São Paulo;R$ 2.500,00;;;;
HL4379; Televisão ;1;Guilherme;Santos;71;10/07/2018;Fortaleza;R$ 2.500,00;;;;
HL4379; Televisão ;2;Matheus;Gomes;49;7/18/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL2714; Tablet ;3;Luis;Garcia;51;9/27/2018;Salvador;R$ 1.600,00;;;;
HL8851; Notebook ;2;Anna;Maia;41;12/04/2018;Curitiba;R$ 3.500,00;;;;
HL1918; iPhone ;2;Carlos;Assis;56;5/14/2018;São Paulo;R$ 5.300,00;;;;
HL2714; Tablet ;4;Bruno;Silva;60;01/07/2018;Rio de Janeiro;R$ 1.600,00;;;;
HL7348; SmartWatch ;2;Giovanna;Santos;26;07/06/2018;São Paulo;R$ 1.400,00;;;;
HL8851; Notebook ;3;Lucas;Monte;53;11/27/2018;Goiânia;R$ 3.500,00;;;;
HL4379; Televisão ;4;Carlos;Mesquita;39;12/16/2018;São Paulo;R$ 2.500,00;;;;
HL2714; Tablet ;4;Gabriel;Rocha;77;1/13/2018;Recife;R$ 1.600,00;;;;
HL4379; Televisão ;4;João;Tabet;72;11/30/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL1148; Câmera ;2;Célio;Xavier;70;06/06/2018;Belo Horizonte;R$ 2.100,00;;;;
HL1148; Câmera ;1;Gustavo;Accardo;51;1/19/2018;Fortaleza;R$ 2.100,00;;;;
HL4379; Televisão ;1;Victor;Oliveira;69;3/17/2018;Porto Alegre;R$ 2.500,00;;;;
HL9962; Android ;1;Isabela;Chagas;86;11/09/2018;Salvador;R$ 3.400,00;;;;
HL1918; iPhone ;2;Caio;Vianna;31;1/28/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL1918; iPhone ;1;Isabelle;Gonçalves;84;4/17/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL1918; iPhone ;2;Pedro;Bitencourt;25;5/25/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL8851; Notebook ;4;Pedro;Buraco;71;11/26/2018;Porto Alegre;R$ 3.500,00;;;;
HL1918; iPhone ;3;Manuela;Merege;86;02/01/2018;São Paulo;R$ 5.300,00;;;;
HL1918; iPhone ;2;Stela;Mendonça;46;9/20/2018;São Paulo;R$ 5.300,00;;;;
HL9962; Android ;5;Nina;Magalhães;84;12/06/2018;São Paulo;R$ 3.400,00;;;;
HL2714; Tablet ;3;Yasmim;Verly;75;04/04/2018;São Paulo;R$ 1.600,00;;;;
HL4379; Televisão ;5;Erick;Soares;45;3/15/2018;Curitiba;R$ 2.500,00;;;;
HL9962; Android ;2;Marina;Gama;40;10/10/2018;Fortaleza;R$ 3.400,00;;;;
HL1918; iPhone ;4;Lucas;Assunção;31;5/30/2018;São Paulo;R$ 5.300,00;;;;
HL8851; Notebook ;2;Rafael;Wajnsztok;56;2/15/2018;São Paulo;R$ 3.500,00;;;;
HL9962; Android ;2;Daniel;Ortiz;20;5/28/2018;Salvador;R$ 3.400,00;;;;
HL7348; SmartWatch ;5;Thiago;Costa;89;1/17/2018;Rio de Janeiro;R$ 1.400,00;;;;
HL2714; Tablet ;4;Camille;Silva;36;8/29/2018;Fortaleza;R$ 1.600,00;;;;
HL1918; iPhone ;5;Cícero;Lima;24;11/27/2018;Salvador;R$ 5.300,00;;;;
HL4379; Televisão ;3;Lucas;Junior;44;01/05/2018;São Paulo;R$ 2.500,00;;;;
HL7348; SmartWatch ;3;Erick;Soares;56;4/19/2018;São Paulo;R$ 1.400,00;;;;
HL4379; Televisão ;3;Jéssica;Stefanelli;58;5/22/2018;Recife;R$ 2.500,00;;;;
HL9962; Android ;1;Raul;Junqueira;74;11/12/2018;Porto Alegre;R$ 3.400,00;;;;
HL4379; Televisão ;3;Carlos;Galvão;64;1/16/2018;Salvador;R$ 2.500,00;;;;
HL4379; Televisão ;3;Matheus;Tostes;77;05/09/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL7348; SmartWatch ;5;Douglas;Rodrigues;25;08/07/2018;Fortaleza;R$ 1.400,00;;;;
HL4379; Televisão ;4;Ulisses;Quinto;36;10/12/2018;São Paulo;R$ 2.500,00;;;;
HL2714; Tablet ;2;Victoria;Mazza;54;4/26/2018;São Paulo;R$ 1.600,00;;;;
HL8851; Notebook ;2;Julia;Silva;80;5/27/2018;Rio de Janeiro;R$ 3.500,00;;;;
HL2714; Tablet ;4;Diego;Rodrigues;52;10/13/2018;Belo Horizonte;R$ 1.600,00;;;;
HL4379; Televisão ;5;Roberta;Pimenta;74;4/13/2018;Goiânia;R$ 2.500,00;;;;
HL1148; Câmera ;5;Guilherme;Monteiro;57;5/18/2018;Belo Horizonte;R$ 2.100,00;;;;
HL1918; iPhone ;1;Thays;Castro;71;04/03/2018;Rio de Janeiro;R$ 5.300,00;;;;
HL1918; iPhone ;4;Wellington;Duarte;34;12/20/2018;Recife;R$ 5.300,00;;;;
HL1918; iPhone ;4;Marcela;Medeiros;37;4/27/2018;Fortaleza;R$ 5.300,00;;;;
HL1918; iPhone ;5;Brenno;Santos;36;8/30/2018;Recife;R$ 5.300,00;;;;
HL8851; Notebook ;2;Lucas;Coelho;57;9/24/2018;São Paulo;R$ 3.500,00;;;;
HL1148; Câmera ;5;Natalia;Guedes;83;8/29/2018;Porto Alegre;R$ 2.100,00;;;;
HL9962; Android ;1;Caio;Vianna;33;6/18/2018;Fortaleza;R$ 3.400,00;;;;
HL4379; Televisão ;1;Stefan;Santos;46;9/15/2018;Recife;R$ 2.500,00;;;;
HL9962; Android ;2;Maurício;Dias;30;4/30/2018;Rio de Janeiro;R$ 3.400,00;;;;
HL8851; Notebook ;2;Carolina;Figueiredo;24;2/18/2018;Salvador;R$ 3.500,00;;;;
HL1148; Câmera ;5;Guilherme;Marchesi;81;6/16/2018;São Paulo;R$ 2.100,00;;;;
HL9962; Android ;5;Lucas;Costa;40;5/26/2018;Salvador;R$ 3.400,00;;;;
HL1148; Câmera ;2;Guilherme;Castilho;79;11/08/2018;São Paulo;R$ 2.100,00;;;;
HL2714; Tablet ;5;Renan;Melo;47;6/26/2018;Fortaleza;R$ 1.600,00;;;;
HL7348; SmartWatch ;1;Roberto;Nogueira;39;4/24/2018;Curitiba;R$ 1.400,00;;;;
HL4379; Televisão ;2;Jéssica;Resinente;49;8/22/2018;Fortaleza;R$ 2.500,00;;;;
HL2714; Tablet ;3;Marcelo;Rosa;76;10/08/2018;Salvador;R$ 1.600,00;;;;
HL1918; iPhone ;5;Thais;Rodrigues;85;6/16/2018;Porto Alegre;R$ 5.300,00;;;;
HL2714; Tablet ;4;Giselia;Thiele;54;9/28/2018;Curitiba;R$ 1.600,00;;;;
HL1918; iPhone ;4;Luiz;Mendonça;71;05/03/2018;Curitiba;R$ 5.300,00;;;;
HL1918; iPhone ;5;Raphael;Ferman;34;12/13/2018;São Paulo;R$ 5.300,00;;;;
HL1918; iPhone ;4;Bruna;Brandao;55;4/13/2018;Salvador;R$ 5.300,00;;;;
HL8851; Notebook ;2;Victoria;Tavares;54;4/20/2018;São Paulo;R$ 3.500,00;;;;
HL1148; Câmera ;2;Wen;Santos;65;4/18/2018;Fortaleza;R$ 2.100,00;;;;
HL7348; SmartWatch ;1;Sylvio;Bernhardt;89;01/08/2018;Curitiba;R$ 1.400,00;;;;
HL1918; iPhone ;1;João;Guadagnino;66;03/11/2018;Fortaleza;R$ 5.300,00;;;;
HL1148; Câmera ;2;João;Bach;55;01/01/2018;Salvador;R$ 2.100,00;;;;
HL4379; Televisão ;3;Henrique;Lencastre;18;7/17/2018;Goiânia;R$ 2.500,00;;;;
HL7348; SmartWatch ;4;Alexandre;Rodriguez;37;08/03/2018;Rio de Janeiro;R$ 1.400,00;;;;
HL7348; SmartWatch ;2;Fabio;Sepúlveda;80;04/08/2018;Salvador;R$ 1.400,00;;;;
HL7348; SmartWatch ;4;Guilherme;Vianna;64;10/25/2018;Rio de Janeiro;R$ 1.400,00;;;;
HL1148; Câmera ;1;Anderson;Martins;81;4/22/2018;Belo Horizonte;R$ 2.100,00;;;;
HL1918; iPhone ;3;Vivianne;Rodrigues;47;07/03/2018;Curitiba;R$ 5.300,00;;;;
HL9962; Android ;4;Caroll;Johnson;82;9/24/2018;São Paulo;R$ 3.400,00;;;;
HL1918; iPhone ;4;Juliana;Goes;84;10/27/2018;Fortaleza;R$ 5.300,00;;;;
HL7348; SmartWatch ;3;Priscila;Carvalho;18;7/13/2018;Rio de Janeiro;R$ 1.400,00;;;;
HL1148; Câmera ;4;Guilherme;Lima;67;11/06/2018;Goiânia;R$ 2.100,00;;;;
HL2714; Tablet ;5;João;Oliveira;53;01/07/2018;Fortaleza;R$ 1.600,00;;;;
HL4379; Televisão ;5;Vanessa;Bach;27;7/16/2018;Salvador;R$ 2.500,00;;;;
HL2714; Tablet ;1;Matheus;Moraes;70;5/14/2018;Curitiba;R$ 1.600,00;;;;
HL4379; Televisão ;4;Lucas;Neto;39;05/01/2018;Fortaleza;R$ 2.500,00;;;;
HL1918; iPhone ;2;Ulisses;Filho;64;3/19/2018;Fortaleza;R$ 5.300,00;;;;
HL1148; Câmera ;4;Gabrielle;Figueiredo;73;10/08/2018;São Paulo;R$ 2.100,00;;;;
HL9962; Android ;2;Mateus;Maia;53;6/17/2018;Curitiba;R$ 3.400,00;;;;
HL7348; SmartWatch ;3;Amanda;Procaci;33;10/20/2018;Rio de Janeiro;R$ 1.400,00;;;;
HL1148; Câmera ;4;Isabela;Rodrigues;83;12/26/2018;São Paulo;R$ 2.100,00;;;;
HL1918; iPhone ;3;Bruno;Freitas;27;6/30/2018;São Paulo;R$ 5.300,00;;;;
HL9962; Android ;1;Júlia;Almeida;39;12/06/2018;Belo Horizonte;R$ 3.400,00;;;;
HL9962; Android ;4;Priscila;Carvalho;20;7/14/2018;Fortaleza;R$ 3.400,00;;;;
HL8851; Notebook ;2;Ananda;Dias;52;3/19/2018;Curitiba;R$ 3.500,00;;;;
HL1148; Câmera ;4;Pedro;Lyra;56;6/24/2018;Rio de Janeiro;R$ 2.100,00;;;;
HL2714; Tablet ;1;Matheus;Afonso;62;5/21/2018;Salvador;R$ 1.600,00;;;;
HL1918; iPhone ;3;José;Seixas;76;6/16/2018;São Paulo;R$ 5.300,00;;;;
HL8851; Notebook ;5;Julia;Silva;37;03/06/2018;São Paulo;R$ 3.500,00;;;;
HL7348; SmartWatch ;2;Joyce;Souza;25;9/24/2018;Rio de Janeiro;R$ 1.400,00;;;;
HL1918; iPhone ;3;Daniela;Pereira;30;02/09/2018;Fortaleza;R$ 5.300,00;;;;
HL9962; Android ;4;Barbara;Procaci;76;06/10/2018;Salvador;R$ 3.400,00;;;;
HL1918; iPhone ;2;Matheus;Silva;49;1/26/2018;São Paulo;R$ 5.300,00;;;;
HL9962; Android ;2;Guilherme;Vianna;27;9/18/2018;São Paulo;R$ 3.400,00;;;;
HL1148; Câmera ;1;Isabella;Rodrigues;23;6/14/2018;Curitiba;R$ 2.100,00;;;;
HL1148; Câmera ;5;Michelle;Miura;24;09/10/2018;São Paulo;R$ 2.100,00;;;;
HL8851; Notebook ;4;Antonio;Manhães;19;1/16/2018;Fortaleza;R$ 3.500,00;;;;
HL1148; Câmera ;5;Bianca;Piero;51;6/24/2018;Salvador;R$ 2.100,00;;;;
HL8851; Notebook ;4;Lívia;Tanaka;71;03/09/2018;Goiânia;R$ 3.500,00;;;;
HL4379; Televisão ;3;Rebeca;Reis;85;07/01/2018;Rio de Janeiro;R$ 2.500,00;;;;
HL1148; Câmera ;2;Raphael;Coelho;81;12/23/2018;São Paulo;R$ 2.100,00;;;;
HL1918; iPhone ;1;Bernardo;Nauenberg;88;12/25/2018;São Paulo;R$ 5.300,00;;;;
HL4379; Televisão ;5;Igor;Lima;18;1/22/2018;São Paulo;R$ 2.500,00;;;;
HL4379; Televisão ;4;João;Ribeiro;52;9/25/2018;São Paulo;R$ 2.500,00;;;;
HL9962; Android ;3;Matheus;Delgado;28;12/17/2018;São Paulo;R$ 3.400,00;;;;
HL1918; iPhone ;5;Eduardo;Peluzo;87;9/20/2018;Salvador;R$ 5.300,00;;;;
HL1918; iPhone ;2;Wilson;Meirelles;90;9/25/2018;Salvador;R$ 5.300,00;;;;
HL4379; Televisão ;4;Thayna;Martins;77;11/13/2018;Porto Alegre;R$ 2.500,00;;;;
HL7348; SmartWatch ;2;Pedro;Costa;86;9/26/2018;Goiânia;R$ 1.400,00;;;;
HL4379; Televisão ;4;Larissa;Florim;31;9/21/2018;Curitiba;R$ 2.500,00;;;;
HL8851; Notebook ;2;Carolina;Silva;69;03/02/2018;São Paulo;R$ 3.500,00;;;;
HL2714; Tablet ;5;Marina;Mesquita;59;11/21/2018;Recife;R$ 1.600,00;;;;
HL4379; Televisão ;5;Andressa;Chou;28;8/31/2018;Curitiba;R$ 2.500,00;;;;
HL2714; Tablet ;2;Carolina;Motta;29;08/06/2018;Belo Horizonte;R$ 1.600,00;;;;
HL2714; Tablet ;3;Daniel;Terra;34;11/26/2018;Fortaleza;R$ 1.600,00;;;;
HL4379; Televisão ;3;Bruna;Franco;19;10/22/2018;Recife;R$ 2.500,00;;;;
HL4379; Televisão ;2;Michelle;Figueiredo;80;03/11/2018;São Paulo;R$ 2.500,00;;;;
HL1148; Câmera ;3;João;Araujo;51;02/05/2018;Curitiba;R$ 2.100,00;;;;
HL4379; Televisão ;4;Guilherme;Vianna;21;12/12/2018;São Paulo;R$ 2.500,00;;;;
HL1148; Câmera ;4;Luiza;Farias;89;12/31/2018;Recife;R$ 2.100,00;;;;
HL9962; Android ;3;Pedro;Lyra;19;3/20/2018;Fortaleza;R$ 3.400,00;;;;
HL7348; SmartWatch ;4;Roberta;Nogueira;79;8/17/2018;Recife;R$ 1.400,00;;;;
HL1918; iPhone ;1;Diego;Barros;22;11/26/2018;Recife;R$ 5.300,00;;;;
HL1918; iPhone ;5;Joao;Pereira;21;10/01/2018;Recife;R$ 5.300,00;;;;
HL1918; iPhone ;5;Amanda;Machado;57;4/18/2018;São Paulo;R$ 5.300,00;;;;
HL1918; iPhone ;2;Natália;Appel;43;11/28/2018;Salvador;R$ 5.300,00;;;;
HL7348; SmartWatch ;2;Renan;Nascimento;81;05/02/2018;Curitiba;R$ 1.400,00;;;;
HL4379; Televisão ;2;Victor;Gomes;50;12/05/2018;Goiânia;R$ 2.500,00;;;;
HL1148; Câmera ;4;Sandy;Moreira;45;01/06/2018;São Paulo;R$ 2.100,00;;;;
HL1918; iPhone ;4;Juliana;Silva;90;1/26/2018;Curitiba;R$ 5.300,00;;;;
HL7348; SmartWatch ;4;Fernanda;Ferreira;23;04/04/2018;Fortaleza;R$ 1.400,00;;;;
HL9962; Android ;5;Tadeu;Sousa;66;07/09/2018;Rio de Janeiro;R$ 3.400,00;;;;
HL7348; SmartWatch ;3;Carolina;Santos;32;02/03/2018;Fortaleza;R$ 1.400,00;;;;
